date,port,species,weight_kg,price_per_kg_usd
2024-01-16,Soufriere,tuna,59.4,15.1
2024-01-16,Kingstown,snapper,95.9,8.82
2024-01-16,Kingstown,lobster,28.2,30.4
2024-01-16,Kingstown,kingfish,46.4,10.61
2024-01-16,Kingstown,mahi mahi,71.4,13.88
2024-01-16,Kingstown,lionfish,9.5,4.23
2024-01-16,Kingstown,tuna,90.7,13.32
2024-01-16,Saint George's,snapper,80.0,8.75
2024-01-16,Saint George's,lobster,33.2,30.3
2024-01-16,Saint George's,kingfish,60.2,13.53
2024-01-16,Saint George's,mahi mahi,92.1,12.81
2024-01-16,Saint George's,lionfish,12.0,5.18
2024-01-16,Saint George's,tuna,117.2,12.04
2024-01-16,Roseau,snapper,77.0,8.37
2024-01-16,Roseau,lobster,22.6,31.94
2024-01-16,Roseau,kingfish,75.1,10.63
2024-01-16,Roseau,mahi mahi,57.5,12.79
2024-01-16,Roseau,lionfish,12.2,5.83
2024-01-16,Roseau,tuna,127.0,13.06
2024-01-16,Saint John's,snapper,95.1,11.34
2024-01-16,Saint John's,lobster,34.5,30.52
2024-01-16,Saint John's,kingfish,83.9,12.2
2024-01-16,Saint John's,mahi mahi,101.2,11.5
2024-01-16,Saint John's,lionfish,10.5,6.12
2024-01-16,Saint John's,tuna,94.0,12.87
2024-01-17,Castries,snapper,120.2,8.7
2024-01-17,Castries,lobster,20.6,30.27
2024-01-17,Castries,kingfish,59.7,10.92
2024-01-17,Castries,mahi mahi,76.4,12.39
2024-01-17,Castries,lionfish,9.5,5.73
2024-01-17,Castries,tuna,113.8,14.93
2024-01-17,Soufriere,snapper,91.3,7.9
2024-01-17,Soufriere,lobster,34.1,28.83
2024-01-17,Soufriere,kingfish,60.3,11.49
2024-01-17,Soufriere,mahi mahi,71.4,12.7
2024-01-17,Soufriere,lionfish,11.5,5.36
2024-01-17,Soufriere,tuna,104.2,14.22
2024-01-17,Kingstown,snapper,100.0,7.33
2024-01-17,Kingstown,lobster,31.9,29.57
2024-01-17,Kingstown,kingfish,72.2,9.04
2024-01-17,Kingstown,mahi mahi,80.1,11.32
2024-01-17,Kingstown,lionfish,10.7,4.82
2024-01-17,Kingstown,tuna,136.4,12.52
2024-01-17,Saint George's,snapper,102.4,7.43
2024-01-17,Saint George's,lobster,33.2,28.48
2024-01-17,Saint George's,kingfish,56.5,12.56
2024-01-17,Saint George's,mahi mahi,85.2,10.21
2024-01-17,Saint George's,lionfish,12.0,3
2024-01-17,Saint George's,tuna,115.8,11.79
2024-01-17,Roseau,snapper,97.7,8.62
2024-01-17,Roseau,lobster,34.0,29.28
2024-01-17,Roseau,kingfish,70.1,11.27
2024-01-17,Roseau,mahi mahi,100.4,10.97
2024-01-17,Roseau,lionfish,11.0,5.01
2024-01-17,Roseau,tuna,101.4,14.86
2024-01-17,Saint John's,snapper,87.2,8.39
2024-01-17,Saint John's,lobster,28.0,29.72
2024-01-17,Saint John's,kingfish,60.1,12.55
2024-01-17,Saint John's,mahi mahi,72.4,14.08
2024-01-17,Saint John's,lionfish,13.5,6.54
2024-01-17,Saint John's,tuna,84.2,13.28
2024-01-18,Castries,snapper,80.5,9.9
2024-01-18,Castries,lobster,21.9,29.33
2024-01-18,Castries,kingfish,47.9,12.07
2024-01-18,Castries,mahi mahi,50.3,12.55
2024-01-18,Castries,lionfish,13.0,6.24
2024-01-18,Castries,tuna,144.9,14.56
2024-01-18,Soufriere,snapper,66.8,9.75
2024-01-18,Soufriere,lobster,27.0,30.69
2024-01-18,Soufriere,kingfish,52.8,10.67
2024-01-18,Soufriere,mahi mahi,52.2,11.56
2024-01-18,Soufriere,lionfish,8.4,6.13
2024-01-18,Soufriere,tuna,114.5,15.86
2024-01-18,Kingstown,snapper,70.1,9.62
2024-01-18,Kingstown,lobster,29.9,29.18
2024-01-18,Kingstown,kingfish,85.9,9.32
2024-01-18,Kingstown,mahi mahi,66.2,12.89
2024-01-18,Kingstown,lionfish,12.5,6.24
2024-01-18,Kingstown,tuna,126.1,15.1
2024-01-18,Saint George's,snapper,52.7,9.35
2024-01-18,Saint George's,lobster,30.1,30.83
2024-01-18,Saint George's,kingfish,79.7,11.34
2024-01-18,Saint George's,mahi mahi,73.6,12.55
2024-01-18,Saint George's,lionfish,8.4,6.96
2024-01-18,Saint George's,tuna,122.3,13.06
2024-01-18,Roseau,snapper,77.4,8.7
2024-01-18,Roseau,lobster,34.5,32.27
2024-01-18,Roseau,kingfish,92.8,10.1
2024-01-18,Roseau,mahi mahi,66.4,11.63
2024-01-18,Roseau,lionfish,14.8,6.12
2024-01-18,Roseau,tuna,72.6,14.17
2024-01-18,Saint John's,snapper,62.9,9.81
2024-01-18,Saint John's,lobster,29.9,31.19
2024-01-18,Saint John's,kingfish,65.4,10.24
2024-01-18,Saint John's,mahi mahi,57.6,10.61
2024-01-18,Saint John's,lionfish,11.3,7.97
2024-01-18,Saint John's,tuna,148.7,13.05
2024-01-19,Castries,snapper,69.7,10.78
2024-01-19,Castries,lobster,25.1,30.08
2024-01-19,Castries,kingfish,61.0,10.48
2024-01-19,Castries,mahi mahi,90.2,12.88
2024-01-19,Castries,lionfish,12.8,4.49
2024-01-19,Castries,tuna,78.0,14.33
2024-01-19,Soufriere,snapper,80.1,9.78
2024-01-19,Soufriere,lobster,26.8,28.97
2024-01-19,Soufriere,kingfish,50.0,14.06
2024-01-19,Soufriere,mahi mahi,65.9,11.46
2024-01-19,Soufriere,lionfish,9.6,5.78
2024-01-19,Soufriere,tuna,114.0,15.65
2024-01-19,Kingstown,snapper,109.3,8.5
2024-01-19,Kingstown,lobster,30.0,30.16
2024-01-19,Kingstown,kingfish,62.1,12.11
2024-01-19,Kingstown,mahi mahi,95.0,13.53
2024-01-19,Kingstown,lionfish,14.1,6.2
2024-01-19,Kingstown,tuna,114.0,13.81
2024-01-19,Saint George's,snapper,89.8,8.86
2024-01-19,Saint George's,lobster,31.1,29.69
2024-01-19,Saint George's,kingfish,68.2,9.05
2024-01-19,Saint George's,mahi mahi,87.2,13.27
2024-01-19,Saint George's,lionfish,12.9,5.32
2024-01-19,Saint George's,tuna,72.3,13.83
2024-01-19,Roseau,snapper,111.5,9.1
2024-01-19,Roseau,lobster,26.3,30.81
2024-01-19,Roseau,kingfish,63.7,10.31
2024-01-19,Roseau,mahi mahi,63.0,12.9
2024-01-19,Roseau,lionfish,15.1,6.23
2024-01-19,Roseau,tuna,141.2,14.17
2024-01-19,Saint John's,snapper,103.1,7.77
2024-01-19,Saint John's,lobster,26.6,28.44
2024-01-19,Saint John's,kingfish,53.2,9.81
2024-01-19,Saint John's,mahi mahi,100.2,12.11
2024-01-19,Saint John's,lionfish,14.9,5.73
2024-01-19,Saint John's,tuna,129.8,12.63
2024-01-20,Castries,snapper,103.5,8.72
2024-01-20,Castries,lobster,34.7,30.37
2024-01-20,Castries,kingfish,29.9,12.98
2024-01-20,Castries,mahi mahi,57.9,10.58
2024-01-20,Castries,lionfish,7.6,5.57
2024-01-20,Castries,tuna,76.5,13.04
2024-01-20,Soufriere,snapper,90.0,8.34
2024-01-20,Soufriere,lobster,25.8,29.62
2024-01-20,Soufriere,kingfish,35.2,11.23
2024-01-20,Soufriere,mahi mahi,98.2,10.41
2024-01-20,Soufriere,lionfish,12.7,6.29
2024-01-20,Soufriere,tuna,130.5,12.38
2024-01-20,Kingstown,snapper,108.9,9.46
2024-01-20,Kingstown,lobster,18.2,28.88
2024-01-20,Kingstown,kingfish,57.1,10.97
2024-01-20,Kingstown,mahi mahi,67.9,10.44
2024-01-20,Kingstown,lionfish,13.1,7.46
2024-01-20,Kingstown,tuna,79.7,11.86
2024-01-20,Saint George's,snapper,99.2,9.79
2024-01-20,Saint George's,lobster,27.0,30.79
2024-01-20,Saint George's,kingfish,64.6,12.62
2024-01-20,Saint George's,mahi mahi,91.0,11.84
2024-01-20,Saint George's,lionfish,13.0,4.95
2024-01-20,Saint George's,tuna,125.7,13.53
2024-01-20,Roseau,snapper,111.3,8.63
2024-01-20,Roseau,lobster,21.3,31.05
2024-01-20,Roseau,kingfish,64.2,11.78
2024-01-20,Roseau,mahi mahi,96.7,11.17
2024-01-20,Roseau,lionfish,10.4,6.07
2024-01-20,Roseau,tuna,88.3,12.04
2024-01-20,Saint John's,snapper,95.1,9.95
2024-01-20,Saint John's,lobster,26.3,30.97
2024-01-20,Saint John's,kingfish,64.3,11.63
2024-01-20,Saint John's,mahi mahi,70.1,11.99
2024-01-20,Saint John's,lionfish,14.9,7.59
2024-01-20,Saint John's,tuna,143.8,13.53
2024-01-21,Castries,snapper,90.8,9.65
2024-01-21,Castries,lobster,37.2,29.91
2024-01-21,Castries,kingfish,65.3,9.28
2024-01-21,Castries,mahi mahi,70.6,12.79
2024-01-21,Castries,lionfish,13.3,7.91
2024-01-21,Castries,tuna,85.7,13.12
2024-01-21,Soufriere,snapper,65.6,10.19
2024-01-21,Soufriere,lobster,27.0,29.25
2024-01-21,Soufriere,kingfish,54.2,11.05
2024-01-21,Soufriere,mahi mahi,76.8,12.64
2024-01-21,Soufriere,lionfish,8.6,5.98
2024-01-21,Soufriere,tuna,109.0,11.78
2024-01-21,Kingstown,snapper,73.2,9.51
2024-01-21,Kingstown,lobster,32.6,29.26
2024-01-21,Kingstown,kingfish,55.1,11.37
2024-01-21,Kingstown,mahi mahi,42.7,12.76
2024-01-21,Kingstown,lionfish,16.1,5.72
2024-01-21,Kingstown,tuna,116.1,15.2
2024-01-21,Saint George's,snapper,81.6,9.68
2024-01-21,Saint George's,lobster,31.0,30.66
2024-01-21,Saint George's,kingfish,57.5,11.79
2024-01-21,Saint George's,mahi mahi,82.0,12.17
2024-01-21,Saint George's,lionfish,11.0,7.22
2024-01-21,Saint George's,tuna,110.5,14.99
2024-01-21,Roseau,snapper,65.3,8.92
2024-01-21,Roseau,lobster,31.5,31.77
2024-01-21,Roseau,kingfish,70.8,11.38
2024-01-21,Roseau,mahi mahi,67.9,11.06
2024-01-21,Roseau,lionfish,11.2,6.49
2024-01-21,Roseau,tuna,98.0,12.06
2024-01-21,Saint John's,snapper,68.7,9.14
2024-01-21,Saint John's,lobster,25.9,30.64
2024-01-21,Saint John's,kingfish,46.0,10.36
2024-01-21,Saint John's,mahi mahi,98.8,11.58
2024-01-21,Saint John's,lionfish,16.2,5.28
2024-01-21,Saint John's,tuna,156.6,15.5
2024-01-22,Castries,snapper,76.4,9.41
2024-01-22,Castries,lobster,19.8,29.15
2024-01-22,Castries,kingfish,65.4,11.48
2024-01-22,Castries,mahi mahi,72.3,13.07
2024-01-22,Castries,lionfish,12.8,7.51
2024-01-22,Castries,tuna,100.4,14.33
2024-01-22,Soufriere,snapper,77.6,11.76
2024-01-22,Soufriere,lobster,34.9,30.17
2024-01-22,Soufriere,kingfish,70.9,12.2
2024-01-22,Soufriere,mahi mahi,84.9,10.11
2024-01-22,Soufriere,lionfish,9.8,7.01
2024-01-22,Soufriere,tuna,112.7,13.67
2024-01-22,Kingstown,snapper,79.4,8.82
2024-01-22,Kingstown,lobster,34.6,28.86
2024-01-22,Kingstown,kingfish,43.4,10.51
2024-01-22,Kingstown,mahi mahi,72.9,11.53
2024-01-22,Kingstown,lionfish,14.4,5.1
2024-01-22,Kingstown,tuna,101.7,14.23
2024-01-22,Saint George's,snapper,75.5,10.23
2024-01-22,Saint George's,lobster,22.9,29.57
2024-01-22,Saint George's,kingfish,61.9,11.99
2024-01-22,Saint George's,mahi mahi,45.9,11.63
2024-01-22,Saint George's,lionfish,10.0,5.43
2024-01-22,Saint George's,tuna,103.2,14.59
2024-01-22,Roseau,snapper,81.4,9.24
2024-01-22,Roseau,lobster,40.5,31.28
2024-01-22,Roseau,kingfish,55.7,11.77
2024-01-22,Roseau,mahi mahi,76.8,13.42
2024-01-22,Roseau,lionfish,11.9,6.04
2024-01-22,Roseau,tuna,94.2,13.18
2024-01-22,Saint John's,snapper,112.5,11.37
2024-01-22,Saint John's,lobster,29.9,30.15
2024-01-22,Saint John's,kingfish,69.8,12.63
2024-01-22,Saint John's,mahi mahi,77.4,12.32
2024-01-22,Saint John's,lionfish,12.8,5.95
2024-01-22,Saint John's,tuna,78.5,13.47
2024-01-23,Castries,snapper,88.5,10.04
2024-01-23,Castries,lobster,28.5,31.28
2024-01-23,Castries,kingfish,66.4,10.38
2024-01-23,Castries,mahi mahi,86.3,12.14
2024-01-23,Castries,lionfish,11.3,6.59
2024-01-23,Castries,tuna,117.9,13.35
2024-01-23,Soufriere,snapper,96.0,9.49
2024-01-23,Soufriere,lobster,25.1,30.0
2024-01-23,Soufriere,kingfish,51.4,10.17
2024-01-23,Soufriere,mahi mahi,66.8,11.68
2024-01-23,Soufriere,lionfish,9.8,5.37
2024-01-23,Soufriere,tuna,111.8,14.2
2024-01-23,Kingstown,snapper,92.7,8.28
2024-01-23,Kingstown,lobster,32.4,31.07
2024-01-23,Kingstown,kingfish,41.6,12.2
2024-01-23,Kingstown,mahi mahi,71.6,12.78
2024-01-23,Kingstown,lionfish,9.8,8.57
2024-01-23,Kingstown,tuna,113.1,14.83
2024-01-23,Saint George's,snapper,104.9,8.83
2024-01-23,Saint George's,lobster,42.3,30.98
2024-01-23,Saint George's,kingfish,63.5,13.12
2024-01-23,Saint George's,mahi mahi,79.4,10.75
2024-01-23,Saint George's,lionfish,15.2,6.18
2024-01-23,Saint George's,tuna,114.4,14.61
2024-01-23,Roseau,snapper,105.8,9.43
2024-01-23,Roseau,lobster,29.7,29.88
2024-01-23,Roseau,kingfish,46.8,11.08
2024-01-23,Roseau,mahi mahi,82.2,11.29
2024-01-23,Roseau,lionfish,13.9,6.24
2024-01-23,Roseau,tuna,133.9,14.27
2024-01-23,Saint John's,snapper,97.0,8.6
2024-01-23,Saint John's,lobster,43.4,30.1
2024-01-23,Saint John's,kingfish,51.9,9.51
2024-01-23,Saint John's,mahi mahi,84.6,12.97
2024-01-23,Saint John's,lionfish,8.7,4.76
2024-01-23,Saint John's,tuna,97.1,13.39
2024-01-24,Castries,snapper,77.3,9.12
2024-01-24,Castries,lobster,28.2,31.32
2024-01-24,Castries,kingfish,56.5,9.84
2024-01-24,Castries,mahi mahi,76.0,10.72
2024-01-24,Castries,lionfish,14.5,5.92
2024-01-24,Castries,tuna,116.9,12.83
2024-01-24,Soufriere,snapper,76.8,10.41
2024-01-24,Soufriere,lobster,42.0,30.8
2024-01-24,Soufriere,kingfish,44.7,11.96
2024-01-24,Soufriere,mahi mahi,63.4,13.16
2024-01-24,Soufriere,lionfish,8.2,6.95
2024-01-24,Soufriere,tuna,76.3,13.96
2024-01-24,Kingstown,snapper,80.6,9.9
2024-01-24,Kingstown,lobster,26.8,29.53
2024-01-24,Kingstown,kingfish,40.6,11.28
2024-01-24,Kingstown,mahi mahi,66.8,11.9
2024-01-24,Kingstown,lionfish,15.2,6.51
2024-01-24,Kingstown,tuna,145.0,12.37
2024-01-24,Saint George's,snapper,99.2,9.77
2024-01-24,Saint George's,lobster,24.6,29.44
2024-01-24,Saint George's,kingfish,58.2,11.75
2024-01-24,Saint George's,mahi mahi,100.8,11.31
2024-01-24,Saint George's,lionfish,15.1,6.39
2024-01-24,Saint George's,tuna,148.3,13.64
2024-01-24,Roseau,snapper,101.5,10.23
2024-01-24,Roseau,lobster,34.1,30.01
2024-01-24,Roseau,kingfish,49.9,12.58
2024-01-24,Roseau,mahi mahi,88.1,11.1
2024-01-24,Roseau,lionfish,12.6,4.33
2024-01-24,Roseau,tuna,136.7,15.48
2024-01-24,Saint John's,snapper,54.2,9.36
2024-01-24,Saint John's,lobster,31.3,30.42
2024-01-24,Saint John's,kingfish,86.0,10.46
2024-01-24,Saint John's,mahi mahi,67.3,11.33
2024-01-24,Saint John's,lionfish,13.6,5.01
2024-01-24,Saint John's,tuna,62.2,14.15
2024-01-25,Castries,snapper,129.5,8.07
2024-01-25,Castries,lobster,27.4,29.76
2024-01-25,Castries,kingfish,50.5,9.21
2024-01-25,Castries,mahi mahi,93.2,12.42
2024-01-25,Castries,lionfish,12.9,5.01
2024-01-25,Castries,tuna,99.9,15.16
2024-01-25,Soufriere,snapper,114.5,9.36
2024-01-25,Soufriere,lobster,17.9,29.96
2024-01-25,Soufriere,kingfish,63.5,10.93
2024-01-25,Soufriere,mahi mahi,66.6,11.34
2024-01-25,Soufriere,lionfish,14.0,5.99
2024-01-25,Soufriere,tuna,111.2,13.89
2024-01-25,Kingstown,snapper,66.9,7.1
2024-01-25,Kingstown,lobster,35.5,31.53
2024-01-25,Kingstown,kingfish,97.6,10.54
2024-01-25,Kingstown,mahi mahi,70.7,13.2
2024-01-25,Kingstown,lionfish,11.9,5.4
2024-01-25,Kingstown,tuna,123.9,14.49
2024-01-25,Saint George's,snapper,71.8,7.9
2024-01-25,Saint George's,lobster,21.8,27.52
2024-01-25,Saint George's,kingfish,47.4,11.61
2024-01-25,Saint George's,mahi mahi,66.2,10.4
2024-01-25,Saint George's,lionfish,10.2,6.97
2024-01-25,Saint George's,tuna,103.7,12.95
2024-01-25,Roseau,snapper,88.6,8.03
2024-01-25,Roseau,lobster,27.8,30.02
2024-01-25,Roseau,kingfish,25.4,10.55
2024-01-25,Roseau,mahi mahi,63.2,10.64
2024-01-25,Roseau,lionfish,8.2,5.97
2024-01-25,Roseau,tuna,129.1,13.68
2024-01-25,Saint John's,snapper,97.4,11.48
2024-01-25,Saint John's,lobster,33.6,30.07
2024-01-25,Saint John's,kingfish,37.1,10.97
2024-01-25,Saint John's,mahi mahi,78.9,12.63
2024-01-25,Saint John's,lionfish,8.7,5.4
2024-01-25,Saint John's,tuna,116.8,13.91
2024-01-26,Castries,snapper,83.3,9.02
2024-01-26,Castries,lobster,36.2,28.96
2024-01-26,Castries,kingfish,51.6,10.37
2024-01-26,Castries,mahi mahi,68.0,11.46
2024-01-26,Castries,lionfish,13.8,5.73
2024-01-26,Castries,tuna,108.0,13.12
2024-01-26,Soufriere,snapper,68.7,8.05
2024-01-26,Soufriere,lobster,26.9,30.43
2024-01-26,Soufriere,kingfish,61.3,10.98
2024-01-26,Soufriere,mahi mahi,58.9,12.41
2024-01-26,Soufriere,lionfish,8.8,5.59
2024-01-26,Soufriere,tuna,131.9,14.62
2024-01-26,Kingstown,snapper,83.8,7.96
2024-01-26,Kingstown,lobster,34.4,28.51
2024-01-26,Kingstown,kingfish,59.8,12.04
2024-01-26,Kingstown,mahi mahi,84.2,12.47
2024-01-26,Kingstown,lionfish,13.0,6.28
2024-01-26,Kingstown,tuna,138.0,13.22
2024-01-26,Saint George's,snapper,62.0,7.84
2024-01-26,Saint George's,lobster,24.5,29.98
2024-01-26,Saint George's,kingfish,68.7,10.99
2024-01-26,Saint George's,mahi mahi,68.5,11.6
2024-01-26,Saint George's,lionfish,6.5,4.66
2024-01-26,Saint George's,tuna,98.7,13.63
2024-01-26,Roseau,snapper,79.3,8.43
2024-01-26,Roseau,lobster,34.6,29.46
2024-01-26,Roseau,kingfish,52.7,9.54
2024-01-26,Roseau,mahi mahi,82.4,11.39
2024-01-26,Roseau,lionfish,12.6,6.86
2024-01-26,Roseau,tuna,64.7,14.3
2024-01-26,Saint John's,snapper,79.7,7.35
2024-01-26,Saint John's,lobster,32.7,31.01
2024-01-26,Saint John's,kingfish,58.2,10.35
2024-01-26,Saint John's,mahi mahi,58.7,11.26
2024-01-26,Saint John's,lionfish,10.8,6.36
2024-01-26,Saint John's,tuna,94.5,13.73
2024-01-27,Castries,snapper,87.0,8.28
2024-01-27,Castries,lobster,28.4,30.84
2024-01-27,Castries,kingfish,36.1,10.9
2024-01-27,Castries,mahi mahi,93.3,13.88
2024-01-27,Castries,lionfish,12.2,6.64
2024-01-27,Castries,tuna,81.6,14.5
2024-01-27,Soufriere,snapper,88.6,8.38
2024-01-27,Soufriere,lobster,39.4,29.15
2024-01-27,Soufriere,kingfish,66.0,11.13
2024-01-27,Soufriere,mahi mahi,54.2,10.35
2024-01-27,Soufriere,lionfish,15.0,6.15
2024-01-27,Soufriere,tuna,59.5,14.36
2024-01-27,Kingstown,snapper,87.3,10.89
2024-01-27,Kingstown,lobster,29.7,29.55
2024-01-27,Kingstown,kingfish,64.4,10.48
2024-01-27,Kingstown,mahi mahi,71.1,11.66
2024-01-27,Kingstown,lionfish,13.2,5.78
2024-01-27,Kingstown,tuna,102.5,13.88
2024-01-27,Saint George's,snapper,83.1,9.39
2024-01-27,Saint George's,lobster,34.4,30.34
2024-01-27,Saint George's,kingfish,57.4,8.2
2024-01-27,Saint George's,mahi mahi,85.5,10.24
2024-01-27,Saint George's,lionfish,11.9,4.96
2024-01-27,Saint George's,tuna,92.4,13.94
2024-01-27,Roseau,snapper,109.8,9.18
2024-01-27,Roseau,lobster,21.9,28.88
2024-01-27,Roseau,kingfish,70.4,11.37
2024-01-27,Roseau,mahi mahi,68.8,13.05
2024-01-27,Roseau,lionfish,12.1,6.02
2024-01-27,Roseau,tuna,101.1,12.08
2024-01-27,Saint John's,snapper,110.6,9.3
2024-01-27,Saint John's,lobster,29.1,29.98
2024-01-27,Saint John's,kingfish,59.3,10.37
2024-01-27,Saint John's,mahi mahi,66.6,12.43
2024-01-27,Saint John's,lionfish,11.5,6.08
2024-01-27,Saint John's,tuna,110.2,13.57
2024-01-28,Castries,snapper,69.5,10.44
2024-01-28,Castries,lobster,22.0,29.19
2024-01-28,Castries,kingfish,43.6,11.29
2024-01-28,Castries,mahi mahi,96.7,13.58
2024-01-28,Castries,lionfish,9.0,5.51
2024-01-28,Castries,tuna,91.8,13.95
2024-01-28,Soufriere,snapper,75.9,7.77
2024-01-28,Soufriere,lobster,35.1,28.49
2024-01-28,Soufriere,kingfish,71.3,10.24
2024-01-28,Soufriere,mahi mahi,77.7,11.89
2024-01-28,Soufriere,lionfish,14.7,6.44
2024-01-28,Soufriere,tuna,96.3,12.78
2024-01-28,Kingstown,snapper,116.3,9.61
2024-01-28,Kingstown,lobster,33.3,29.01
2024-01-28,Kingstown,kingfish,64.0,10.66
2024-01-28,Kingstown,mahi mahi,66.9,12.66
2024-01-28,Kingstown,lionfish,14.5,4.67
2024-01-28,Kingstown,tuna,126.3,13.63
2024-01-28,Saint George's,snapper,94.7,8.89
2024-01-28,Saint George's,lobster,37.0,29.58
2024-01-28,Saint George's,kingfish,86.8,12.13
2024-01-28,Saint George's,mahi mahi,74.5,10.76
2024-01-28,Saint George's,lionfish,14.4,7.11
2024-01-28,Saint George's,tuna,55.6,14.47
2024-01-28,Roseau,snapper,96.1,10.72
2024-01-28,Roseau,lobster,39.9,28.7
2024-01-28,Roseau,kingfish,62.6,11.16
2024-01-28,Roseau,mahi mahi,90.2,9.99
2024-01-28,Roseau,lionfish,11.1,5.7
2024-01-28,Roseau,tuna,51.5,14.52
2024-01-28,Saint John's,snapper,89.3,9.44
2024-01-28,Saint John's,lobster,34.1,29.55
2024-01-28,Saint John's,kingfish,49.4,10.81
2024-01-28,Saint John's,mahi mahi,77.9,11.56
2024-01-28,Saint John's,lionfish,10.2,4.47
2024-01-28,Saint John's,tuna,95.7,15.56
2024-01-01,Castries,snapper,119.2,9.53
2024-01-01,Castries,lobster,31.4,29.09
2024-01-01,Castries,kingfish,47.7,10.15
2024-01-01,Castries,mahi mahi,57.1,11.5
2024-01-01,Castries,lionfish,12.3,4.96
2024-01-01,Castries,tuna,118.3,14.1
2024-01-01,Soufriere,snapper,93.8,10.19
2024-01-01,Soufriere,lobster,33.3,28.49
2024-01-01,Soufriere,kingfish,60.9,10.37
2024-01-01,Soufriere,mahi mahi,69.5,11.27
2024-01-01,Soufriere,lionfish,7.7,7.04
2024-01-01,Soufriere,tuna,94.1,15.99
2024-01-01,Kingstown,snapper,116.8,8.13
2024-01-01,Kingstown,lobster,18.9,30.45
2024-01-01,Kingstown,kingfish,58.9,12.97
2024-01-01,Kingstown,mahi mahi,80.2,12.19
2024-01-01,Kingstown,lionfish,9.8,6.28
2024-01-01,Kingstown,tuna,80.1,12.92
2024-01-01,Saint George's,snapper,100.0,7.87
2024-01-01,Saint George's,lobster,34.9,31.42
2024-01-01,Saint George's,kingfish,60.4,10.53
2024-01-01,Saint George's,mahi mahi,92.2,12.72
2024-01-01,Saint George's,lionfish,11.4,6.68
2024-01-01,Saint George's,tuna,128.3,13.18
2024-01-01,Roseau,snapper,56.5,8.89
2024-01-01,Roseau,lobster,40.3,31.91
2024-01-01,Roseau,kingfish,50.4,12.1
2024-01-01,Roseau,mahi mahi,98.8,11.43
2024-01-01,Roseau,lionfish,9.6,6.1
2024-01-01,Roseau,tuna,132.9,13.29
2024-01-01,Saint John's,snapper,129.8,8.54
2024-01-01,Saint John's,lobster,23.4,30.81
2024-01-01,Saint John's,kingfish,59.9,12.2
2024-01-01,Saint John's,mahi mahi,57.5,11.51
2024-01-01,Saint John's,lionfish,11.9,5.64
2024-01-01,Saint John's,tuna,106.5,13.29
2024-01-02,Castries,snapper,91.4,9.95
2024-01-02,Castries,lobster,32.8,28.77
2024-01-02,Castries,kingfish,60.4,10.95
2024-01-02,Castries,mahi mahi,77.1,12.49
2024-01-02,Castries,lionfish,13.5,5.5
2024-01-02,Castries,tuna,88.6,14.51
2024-01-02,Soufriere,snapper,82.6,8.99
2024-01-02,Soufriere,lobster,29.1,28.73
2024-01-02,Soufriere,kingfish,58.8,9.69
2024-01-02,Soufriere,mahi mahi,70.4,11.99
2024-01-02,Soufriere,lionfish,10.4,4.9
2024-01-02,Soufriere,tuna,75.5,14.24
2024-01-02,Kingstown,snapper,72.9,11.01
2024-01-02,Kingstown,lobster,18.8,29.77
2024-01-02,Kingstown,kingfish,67.9,9.69
2024-01-02,Kingstown,mahi mahi,66.0,10.65
2024-01-02,Kingstown,lionfish,10.8,5.55
2024-01-02,Kingstown,tuna,145.2,12.92
2024-01-02,Saint George's,snapper,98.7,10.84
2024-01-02,Saint George's,lobster,26.6,29.03
2024-01-02,Saint George's,kingfish,84.2,10.6
2024-01-02,Saint George's,mahi mahi,110.9,12.14
2024-01-02,Saint George's,lionfish,12.6,6.92
2024-01-02,Saint George's,tuna,129.7,12.69
2024-01-02,Roseau,snapper,79.7,8.09
2024-01-02,Roseau,lobster,32.9,28.67
2024-01-02,Roseau,kingfish,76.6,11.57
2024-01-02,Roseau,mahi mahi,78.1,11.38
2024-01-02,Roseau,lionfish,13.4,5.13
2024-01-02,Roseau,tuna,161.0,14.86
2024-01-02,Saint John's,snapper,61.9,9.59
2024-01-02,Saint John's,lobster,37.6,30.15
2024-01-02,Saint John's,kingfish,88.2,10.34
2024-01-02,Saint John's,mahi mahi,89.0,11.33
2024-01-02,Saint John's,lionfish,12.5,6.86
2024-01-02,Saint John's,tuna,102.1,13.12
2024-02-03,Castries,snapper,105.8,9.95
2024-02-03,Castries,lobster,30.8,31.23
2024-02-03,Castries,kingfish,39.6,9.32
