destination,lead_time_days,nights,guests,channel,rate_usd,is_cancelled
Nassau,18,4,1,booking,308.2,1
Negril,38,3,2,expedia,141.05,0
Grand Cayman,52,6,3,direct,453.97,0
Castries,44,4,3,direct,272.17,0
Grand Cayman,141,4,2,booking,400.2,0
Punta Cana,114,4,1,expedia,208.26,0
Punta Cana,70,8,2,booking,167.52,0
Montego Bay,73,3,2,booking,196.3,1
San Juan,49,5,1,booking,265.74,0
Providenciales,22,5,1,expedia,322.34,0
Negril,79,3,3,expedia,211.31,0
Bridgetown,64,5,2,direct,208.6,0
Punta Cana,87,7,1,booking,160.01,0
Punta Cana,151,2,1,booking,179.52,0
Providenciales,62,3,1,booking,396.52,0
Providenciales,35,5,1,agent,284.51,0
Nassau,41,8,2,booking,315.18,0
Negril,13,4,2,direct,329.01,0
Castries,14,5,3,direct,247.54,0
Montego Bay,34,6,3,booking,255.38,0
Nassau,11,9,2,booking,278.92,1
Grand Cayman,34,4,1,expedia,441.78,0
Providenciales,173,7,2,agent,408.71,0
Grand Cayman,32,6,3,booking,434.79,1
Bridgetown,98,6,3,booking,209.62,0
Punta Cana,5,3,2,agent,160.12,0
Providenciales,21,5,2,direct,397.35,0
Grand Cayman,86,2,1,agent,347.3,1
Aruba,112,7,2,booking,291.51,0
Bridgetown,3,5,1,direct,361.78,1
Castries,106,4,1,direct,289.99,1
Aruba,143,8,2,direct,228.67,0
Negril,85,7,1,direct,194.35,0
Montego Bay,113,4,1,direct,244.78,0
Montego Bay,30,1,5,direct,196.01,0
Providenciales,151,4,1,direct,368.67,1
Bridgetown,34,3,3,booking,290.77,0
Grand Cayman,69,8,1,booking,380.33,1
Punta Cana,32,5,1,direct,191.79,0
Negril,108,7,1,direct,176.28,0
Bridgetown,62,4,2,booking,236.14,0
Punta Cana,83,4,2,booking,178.73,0
Punta Cana,5,3,1,booking,191.06,1
Aruba,21,5,2,direct,340.63,0
San Juan,134,4,1,booking,237.79,0
Grand Cayman,95,6,3,booking,399.86,0
Montego Bay,149,6,3,expedia,195.17,1
Castries,53,4,3,direct,320.79,0
Punta Cana,134,3,2,direct,219.29,0
Punta Cana,27,4,2,expedia,149.06,1
Aruba,44,5,3,booking,325.14,0
Providenciales,15,1,3,booking,409.48,1
Negril,72,6,1,direct,300.55,0
Providenciales,10,4,1,booking,413.38,0
Castries,97,6,3,direct,244.24,1
Providenciales,69,7,2,agent,338.25,0
Negril,34,7,3,direct,142.44,0
Montego Bay,29,6,2,agent,212.75,0
Castries,183,2,3,expedia,178.23,1
Montego Bay,33,8,1,booking,231.41,0
Negril,34,2,1,direct,221.17,1
Grand Cayman,52,4,1,booking,361.09,1
Providenciales,77,3,2,booking,319.46,0
Bridgetown,48,5,1,expedia,294.17,0
Montego Bay,113,7,1,direct,257.76,0
Negril,56,3,3,direct,199.12,0
San Juan,62,2,3,booking,238.05,0
Grand Cayman,48,3,2,direct,407.72,0
Grand Cayman,35,6,2,agent,340.35,0
Bridgetown,52,5,2,booking,227.78,0
Negril,44,6,4,expedia,209.54,1
Montego Bay,54,1,2,booking,280.09,0
Montego Bay,63,3,3,booking,271.99,0
Aruba,78,3,1,booking,228.7,0
San Juan,59,3,1,booking,189.81,0
Punta Cana,124,3,2,booking,130.19,1
Montego Bay,42,3,5,direct,168.75,0
Montego Bay,73,2,3,booking,307.79,0
Aruba,115,7,3,booking,344.27,1
Nassau,142,7,1,direct,307.28,0
Bridgetown,20,4,1,direct,347.15,1
Aruba,80,4,1,expedia,303.95,0
Providenciales,29,8,1,direct,337.6,0
Castries,111,3,1,booking,252.69,1
Grand Cayman,45,4,2,booking,392.91,0
Aruba,9,4,1,direct,451.02,0
Punta Cana,50,3,2,booking,153.14,1
San Juan,46,4,3,agent,201.14,0
Bridgetown,154,5,2,expedia,310.54,0
San Juan,72,2,3,booking,321.47,0
Grand Cayman,39,6,2,agent,383.71,0
San Juan,92,5,3,expedia,216.39,1
Aruba,103,9,2,agent,359.0,0
Nassau,100,3,2,expedia,346.15,1
San Juan,11,4,1,direct,247.17,0
San Juan,110,5,2,agent,259.84,0
San Juan,21,5,2,direct,255.1,0
San Juan,127,3,3,booking,261.98,0
Negril,36,2,3,direct,154.82,0
Providenciales,94,2,2,booking,355.47,1
Montego Bay,62,3,1,expedia,211.68,0
Providenciales,31,3,1,direct,339.06,0
Punta Cana,85,6,1,booking,205.77,0
Punta Cana,116,3,1,expedia,127.53,0
Montego Bay,211,4,2,direct,204.5,0
San Juan,102,3,3,booking,244.23,1
Grand Cayman,100,1,2,direct,424.63,1
Nassau,37,3,2,agent,319.11,0
Montego Bay,103,5,3,booking,209.58,1
San Juan,31,3,2,direct,232.26,1
Bridgetown,93,4,1,direct,240.07,0
Grand Cayman,135,6,2,booking,360.25,1
San Juan,16,5,2,expedia,206.41,0
Montego Bay,51,3,1,expedia,190.63,0
Negril,129,2,2,booking,160.09,1
Aruba,31,6,2,booking,426.99,0
Castries,47,5,2,agent,261.32,0
Bridgetown,55,3,2,booking,289.07,0
Negril,11,3,3,direct,246.4,1
Aruba,80,3,1,booking,337.79,0
Nassau,25,6,2,direct,280.34,0
Montego Bay,50,3,2,direct,250.19,0
Aruba,43,9,1,direct,291.84,0
Bridgetown,67,7,4,booking,294.23,1
Grand Cayman,31,6,1,direct,364.79,0
Grand Cayman,227,5,2,direct,420.78,0
San Juan,56,5,3,direct,187.09,0
San Juan,68,5,3,direct,279.98,1
Grand Cayman,16,5,4,agent,353.52,0
Montego Bay,106,6,2,expedia,283.51,0
Punta Cana,88,5,2,direct,155.87,1
Aruba,24,5,1,booking,380.96,0
Nassau,48,3,1,booking,334.38,0
Punta Cana,81,5,1,expedia,153.53,0
Montego Bay,46,7,3,direct,207.76,0
San Juan,47,6,2,agent,177.63,0
Negril,46,4,3,booking,171.18,0
Montego Bay,31,7,1,direct,173.54,0
San Juan,6,6,2,booking,157.13,0
Nassau,88,4,1,booking,324.61,0
Aruba,92,6,1,booking,359.98,0
Montego Bay,103,3,3,booking,192.7,1
San Juan,65,8,1,booking,284.56,1
Providenciales,68,1,1,direct,345.64,0
Providenciales,73,6,2,direct,388.21,0
Negril,59,3,1,booking,270.1,1
Punta Cana,81,8,1,booking,237.9,1
Montego Bay,59,6,1,booking,134.33,1
Aruba,17,6,3,agent,344.66,0
Castries,34,3,1,booking,267.97,0
Aruba,20,5,3,booking,323.15,0
Aruba,32,3,2,agent,329.95,0
Nassau,57,5,3,direct,308.49,0
Negril,29,2,1,expedia,212.31,0
Bridgetown,56,7,3,booking,264.71,0
Grand Cayman,79,6,1,agent,333.23,0
Nassau,38,2,1,booking,203.98,0
Punta Cana,43,5,2,booking,155.63,1
Negril,14,5,3,booking,195.47,1
Montego Bay,10,4,1,direct,268.82,0
Negril,22,5,1,booking,187.25,0
Punta Cana,99,9,3,agent,205.17,0
Castries,44,8,1,direct,258.3,0
Punta Cana,104,5,1,direct,125.8,0
San Juan,52,3,4,booking,312.19,1
Nassau,38,5,2,expedia,325.07,0
Aruba,40,3,2,booking,326.15,0
Aruba,171,5,4,booking,398.65,1
Negril,14,4,3,expedia,146.32,0
Nassau,181,6,1,agent,316.97,0
Montego Bay,48,5,3,booking,211.55,0
Providenciales,28,1,2,expedia,353.23,0
Montego Bay,23,6,2,booking,208.88,0
Negril,9,9,1,expedia,231.27,0
Montego Bay,24,6,1,booking,172.29,0
Nassau,29,5,1,direct,278.83,0
Castries,225,7,2,direct,285.35,0
Negril,41,3,1,agent,195.71,0
Providenciales,19,4,2,expedia,410.95,0
Punta Cana,26,1,2,direct,156.15,0
Nassau,133,7,1,expedia,288.96,1
Aruba,68,7,1,booking,281.34,0
Punta Cana,31,7,1,direct,171.78,0
Nassau,39,2,3,booking,224.42,1
Punta Cana,1,4,1,direct,169.15,0
Grand Cayman,76,6,1,direct,454.6,0
Negril,31,3,1,agent,216.12,0
Nassau,50,8,2,booking,260.12,0
Montego Bay,119,8,2,expedia,204.17,1
San Juan,103,3,3,direct,222.55,0
Negril,31,1,3,booking,218.5,0
Bridgetown,90,6,1,direct,320.67,0
Nassau,43,2,1,expedia,298.0,0
Nassau,84,3,4,booking,318.47,0
Punta Cana,44,4,1,booking,237.82,0
Nassau,42,7,2,direct,269.06,0
Montego Bay,39,6,2,expedia,208.74,0
Nassau,74,3,2,agent,230.39,0
Montego Bay,72,8,1,booking,241.04,0
Castries,80,1,1,direct,275.97,0
Nassau,32,1,1,booking,306.97,0
Castries,10,3,2,direct,278.0,0
Aruba,146,8,1,direct,321.43,1
San Juan,71,4,3,expedia,240.71,1
Nassau,20,3,1,direct,339.44,0
Negril,36,5,3,agent,210.02,0
Grand Cayman,24,7,1,direct,369.08,0
Bridgetown,55,1,1,booking,300.92,1
Montego Bay,53,3,2,booking,301.14,0
Aruba,146,2,2,direct,333.37,0
Bridgetown,48,6,4,booking,346.54,1
Negril,97,8,3,booking,184.66,0
Montego Bay,50,4,1,booking,123.85,1
Providenciales,30,8,1,direct,233.57,0
Montego Bay,53,1,1,expedia,181.27,0
Negril,126,5,1,agent,159.06,0
Punta Cana,97,5,2,direct,248.94,0
Castries,28,4,3,booking,244.0,0
Negril,189,3,2,direct,239.31,0
Punta Cana,55,6,1,booking,180.5,0
Negril,51,7,1,expedia,265.83,1
Bridgetown,50,6,2,direct,302.69,0
Providenciales,83,2,1,booking,324.4,0
Aruba,94,5,1,booking,269.2,0
Montego Bay,86,4,3,expedia,216.15,0
Castries,70,4,1,booking,311.66,0
Nassau,27,5,3,expedia,305.21,0
Bridgetown,94,4,1,direct,278.01,0
Grand Cayman,42,9,3,expedia,358.92,0
San Juan,29,5,2,booking,245.98,0
San Juan,95,4,1,expedia,245.37,0
Aruba,27,5,1,booking,346.31,0
Montego Bay,37,1,1,direct,269.9,0
Negril,43,4,2,booking,155.65,1
Nassau,28,2,2,booking,295.11,0
Castries,76,6,1,booking,241.56,0
Providenciales,45,7,1,booking,450.23,1
Grand Cayman,21,2,1,agent,383.55,1
Castries,20,4,3,agent,234.96,0
Punta Cana,90,7,3,direct,221.94,0
Bridgetown,155,7,2,expedia,222.04,1
Grand Cayman,124,5,2,direct,409.36,1
Nassau,70,6,1,booking,272.72,0
Grand Cayman,36,5,1,booking,368.17,1
Bridgetown,16,3,1,expedia,221.38,0
Negril,87,1,2,agent,258.65,1
Negril,20,5,2,booking,196.46,0
San Juan,33,3,1,booking,273.85,0
Grand Cayman,54,4,1,agent,348.9,0
Grand Cayman,73,3,1,booking,357.99,0
Montego Bay,22,5,2,agent,240.48,1
Montego Bay,40,4,1,direct,182.4,0
Aruba,191,1,1,expedia,247.69,1
Negril,13,6,3,direct,139.22,0
Montego Bay,40,5,1,direct,205.53,0
Aruba,68,8,1,direct,373.4,0
Nassau,37,4,2,direct,350.09,0
Negril,33,4,3,booking,288.76,0
Montego Bay,63,4,2,booking,251.11,0
Punta Cana,24,7,2,booking,205.96,0
Punta Cana,19,5,1,direct,215.67,0
Providenciales,48,6,2,expedia,462.37,0
Providenciales,55,7,3,expedia,325.18,0
Punta Cana,8,4,2,agent,185.07,0
Nassau,178,7,3,agent,268.01,1
Grand Cayman,67,5,2,booking,408.13,1
Bridgetown,9,4,2,direct,306.76,0
Grand Cayman,31,5,1,direct,320.81,0
Montego Bay,57,4,1,expedia,295.33,0
San Juan,32,5,1,direct,270.03,0
Montego Bay,74,6,1,direct,145.63,0
Aruba,66,4,1,direct,339.26,0
Negril,73,4,2,direct,205.82,0
Bridgetown,42,6,1,agent,275.97,0
Aruba,53,2,1,booking,302.67,0
Castries,17,3,2,direct,211.23,0
Montego Bay,51,1,2,direct,206.42,0
Aruba,16,6,2,expedia,311.04,0
Grand Cayman,52,3,2,expedia,404.46,0
San Juan,3,5,3,direct,367.46,0
Bridgetown,66,5,3,expedia,253.01,0
Providenciales,32,3,1,booking,336.34,1
Punta Cana,13,1,2,direct,131.14,0
Grand Cayman,26,3,3,booking,380.94,0
Providenciales,72,3,1,expedia,355.75,0
Aruba,69,1,1,expedia,242.2,0
Montego Bay,103,8,2,booking,184.47,0
Punta Cana,84,7,2,direct,193.55,0
Castries,40,5,2,expedia,266.33,0
San Juan,160,5,3,direct,169.59,0
Negril,83,6,4,direct,280.62,0
Castries,73,7,1,booking,248.38,0
Grand Cayman,153,3,2,expedia,369.74,0
Bridgetown,21,8,2,booking,246.12,0
San Juan,22,6,1,direct,268.67,0
Negril,46,5,1,direct,192.32,0
San Juan,44,2,3,booking,195.38,0
Negril,43,5,1,booking,166.05,0
Nassau,76,5,3,booking,239.42,0
Punta Cana,24,6,1,booking,123.72,0
Punta Cana,70,6,3,booking,121.36,0
Providenciales,39,1,1,expedia,397.36,0
Nassau,92,5,2,booking,302.3,0
San Juan,152,3,2,booking,188.02,0
Castries,27,3,1,booking,250.88,0
San Juan,42,5,2,expedia,291.33,1
Aruba,38,8,1,expedia,286.87,0
San Juan,150,3,1,booking,304.64,1
Bridgetown,11,6,5,expedia,286.6,0
Bridgetown,8,5,1,agent,251.14,0
Montego Bay,21,1,3,booking,276.33,0
Castries,61,4,2,booking,203.42,0
Negril,41,5,1,booking,143.0,0
Aruba,63,3,1,booking,312.25,1
Nassau,38,3,2,expedia,285.64,0
Castries,57,3,2,agent,302.75,1
Castries,88,6,2,agent,274.54,1
Aruba,70,3,1,booking,299.16,0
Punta Cana,138,5,3,direct,140.68,0
Castries,77,7,2,direct,232.8,0
Grand Cayman,128,7,2,direct,396.78,0
Punta Cana,21,2,1,booking,162.36,0
Bridgetown,111,2,1,direct,258.57,1
Nassau,16,7,1,direct,264.0,0
Providenciales,61,2,3,expedia,394.31,0
Nassau,56,2,2,agent,328.44,0
Nassau,63,3,1,booking,198.56,0
Castries,118,4,1,expedia,257.76,1
San Juan,41,4,2,expedia,304.25,0
Castries,30,5,3,booking,265.95,1
Grand Cayman,19,7,3,direct,370.86,0
Negril,120,7,2,expedia,189.69,0
Nassau,64,5,1,expedia,332.55,0
San Juan,92,2,2,agent,244.92,1
Bridgetown,48,6,1,booking,249.26,1
Grand Cayman,61,2,1,booking,354.16,0
Grand Cayman,33,1,2,booking,311.45,1
Negril,21,5,2,expedia,223.88,0
Grand Cayman,49,4,3,agent,376.04,0
San Juan,14,4,2,expedia,231.93,0
Montego Bay,71,4,2,booking,191.48,0
San Juan,27,4,3,booking,164.32,0
Bridgetown,45,7,2,expedia,227.7,1
Punta Cana,47,4,2,direct,146.68,0
Bridgetown,1,6,2,booking,268.17,0
Aruba,110,7,2,direct,337.55,1
Grand Cayman,72,5,2,agent,373.82,1
Providenciales,108,4,2,booking,353.25,1
Bridgetown,49,5,3,booking,314.78,0
Punta Cana,11,2,1,booking,128.53,1
Bridgetown,81,7,2,booking,283.41,0
Bridgetown,66,6,2,direct,278.89,0
Castries,52,3,1,expedia,215.9,0
San Juan,91,4,1,direct,232.9,0
San Juan,111,5,1,expedia,218.44,0
Nassau,48,6,1,booking,328.35,1
Punta Cana,138,2,3,booking,143.44,0
San Juan,123,5,2,direct,279.07,0
San Juan,141,7,2,booking,209.65,1
Punta Cana,57,5,1,expedia,116.8,0
Montego Bay,18,4,1,expedia,292.86,0
San Juan,31,9,3,direct,244.28,0
Providenciales,0,6,2,expedia,321.55,0
Negril,46,1,1,expedia,186.36,1
Montego Bay,163,3,3,expedia,150.72,0
Nassau,48,7,2,booking,354.72,1
Montego Bay,43,3,1,booking,208.76,0
Punta Cana,34,5,3,booking,155.93,0
Aruba,58,5,2,direct,276.58,0
Punta Cana,133,7,1,booking,167.84,1
Providenciales,11,5,3,expedia,324.95,0
Nassau,37,9,3,booking,264.13,1
Montego Bay,86,7,2,booking,158.54,0
Punta Cana,59,1,2,booking,139.19,1
Montego Bay,32,2,4,agent,157.41,0
Grand Cayman,55,6,1,booking,319.88,1
Providenciales,104,1,2,expedia,377.35,0
Providenciales,112,6,3,agent,413.48,0
San Juan,41,3,3,booking,251.98,0
Nassau,173,3,1,direct,300.44,0
Punta Cana,105,7,1,agent,222.23,0
Grand Cayman,47,2,4,agent,379.82,0
Negril,46,7,2,booking,243.23,0
Nassau,17,5,3,booking,331.01,0
Grand Cayman,14,2,2,agent,394.48,0
Nassau,88,6,1,direct,312.37,0
Negril,16,6,1,booking,216.57,0
Nassau,63,4,2,booking,282.72,0
Grand Cayman,80,8,2,agent,415.36,0
Aruba,64,3,2,booking,272.07,0
San Juan,27,2,3,direct,225.92,0
Nassau,4,2,2,expedia,317.3,0
San Juan,24,8,2,expedia,268.77,0
Aruba,19,4,1,booking,365.87,0
Castries,59,6,3,expedia,286.75,0
Montego Bay,49,8,2,direct,195.47,0
Bridgetown,33,3,4,booking,202.07,0
Montego Bay,17,3,2,expedia,203.81,0
Punta Cana,174,6,1,booking,235.31,1
San Juan,47,3,2,booking,164.37,0
Aruba,50,6,1,expedia,275.2,1
Montego Bay,21,4,1,direct,192.01,0
Providenciales,19,1,3,booking,370.62,0
Aruba,49,3,2,agent,305.33,0
Bridgetown,56,7,4,expedia,217.36,0
Bridgetown,63,6,1,direct,317.29,0
San Juan,79,4,2,expedia,248.07,0
Bridgetown,28,8,2,agent,345.39,0
Grand Cayman,47,6,1,booking,372.0,0
San Juan,49,7,1,direct,250.01,0
Bridgetown,61,7,3,expedia,239.61,0
Nassau,88,1,3,direct,300.67,0
Nassau,19,5,3,booking,305.19,0
Punta Cana,40,5,2,booking,235.89,0
Nassau,32,2,1,booking,316.53,0
Bridgetown,183,1,3,direct,352.02,0
Bridgetown,47,4,3,expedia,269.94,0
San Juan,27,7,1,direct,223.61,0
Montego Bay,34,3,2,direct,236.45,0
Bridgetown,36,5,1,booking,262.39,0
San Juan,82,3,2,booking,267.13,0
Bridgetown,37,8,2,direct,292.1,0
Bridgetown,60,2,3,direct,348.63,0
Montego Bay,84,3,3,direct,258.4,0
San Juan,75,2,1,booking,212.86,1
San Juan,95,5,2,agent,291.41,0
Providenciales,19,3,2,direct,391.92,1
Aruba,33,3,2,agent,319.83,0
Nassau,61,4,3,direct,265.2,0
Nassau,51,3,2,expedia,312.57,0
San Juan,11,6,1,booking,277.03,1
Grand Cayman,26,6,1,expedia,357.9,0
Negril,30,5,3,booking,304.25,0
Grand Cayman,35,3,1,direct,374.15,0
Grand Cayman,102,4,1,booking,389.75,1
San Juan,15,4,1,direct,226.49,0
Providenciales,73,3,3,expedia,322.86,0
Aruba,32,6,2,expedia,343.04,0
Punta Cana,61,4,2,booking,229.33,1
Castries,33,5,1,expedia,223.34,0
San Juan,49,8,2,booking,219.36,0
Bridgetown,104,4,2,booking,306.42,1
San Juan,29,3,1,expedia,238.49,0
Aruba,63,5,5,booking,317.95,0
Providenciales,47,5,3,expedia,240.74,0
Providenciales,50,10,4,expedia,312.74,0
Providenciales,260,5,1,agent,404.24,0
Negril,21,8,3,booking,201.13,0
Castries,83,4,4,direct,216.51,0
Providenciales,23,6,3,expedia,387.78,0
Nassau,33,5,2,booking,327.7,0
San Juan,187,4,1,direct,352.52,0
Aruba,38,3,3,expedia,329.0,1
Negril,65,5,1,booking,132.0,0
San Juan,23,6,3,expedia,313.98,0
Punta Cana,82,3,2,booking,187.18,0
Providenciales,55,6,3,booking,403.77,0
Grand Cayman,143,6,3,booking,436.63,0
San Juan,44,6,1,booking,201.64,0
Negril,18,2,3,direct,311.16,0
Punta Cana,48,4,3,booking,155.21,0
Aruba,61,5,1,booking,367.43,1
Bridgetown,25,7,1,booking,225.89,0
Nassau,45,6,2,booking,347.05,0
Castries,46,5,3,booking,275.37,0
Negril,13,7,1,booking,259.12,0
Grand Cayman,27,3,2,direct,454.43,0
Punta Cana,139,6,3,direct,182.14,0
Negril,34,10,2,direct,214.19,0
Nassau,27,5,3,expedia,264.91,0
Castries,65,4,2,agent,281.67,0
Grand Cayman,99,7,2,booking,367.1,0
Nassau,19,5,2,booking,265.66,0
Castries,27,5,1,expedia,313.91,1
Providenciales,41,4,1,booking,360.53,0
Montego Bay,140,5,1,expedia,197.02,0
Grand Cayman,59,7,2,direct,372.32,0
Aruba,108,2,1,expedia,363.15,1
Punta Cana,116,3,2,booking,183.28,0
Providenciales,48,7,2,direct,401.55,1
Grand Cayman,146,7,3,booking,395.94,0
Nassau,122,5,1,booking,342.99,1
Castries,77,6,2,booking,293.7,0
Nassau,85,1,1,booking,312.22,0
Montego Bay,110,6,1,expedia,224.3,0
Punta Cana,22,3,2,booking,171.37,0
Punta Cana,70,4,1,direct,241.51,0
Grand Cayman,6,4,1,agent,372.02,1
Castries,39,4,2,expedia,279.74,1
Punta Cana,74,5,3,booking,193.98,0
Montego Bay,108,4,2,booking,207.51,0
Castries,41,3,1,booking,296.3,0
Negril,24,5,1,booking,179.28,0
Nassau,49,2,2,booking,329.04,0
Negril,35,6,1,direct,265.84,0
Bridgetown,47,7,2,expedia,213.4,0
Bridgetown,102,4,1,booking,257.47,0
Nassau,50,6,3,direct,288.47,0
San Juan,61,3,3,expedia,269.37,0
San Juan,61,5,2,booking,205.14,1
San Juan,41,5,2,agent,247.52,0
Nassau,148,9,1,direct,348.71,0
Bridgetown,60,8,2,booking,294.04,1
Grand Cayman,66,4,1,booking,377.63,1
Montego Bay,75,6,1,direct,231.15,0
Nassau,16,6,3,expedia,400.02,0
Aruba,105,4,2,expedia,356.21,0
Aruba,24,1,1,booking,318.31,0
Nassau,43,3,2,booking,317.23,0
Aruba,84,4,1,booking,344.77,0
Grand Cayman,92,3,3,expedia,350.1,0
Aruba,42,6,1,booking,285.07,0
Aruba,65,8,3,booking,258.76,0
Negril,122,7,1,booking,214.17,1
Bridgetown,80,9,3,direct,258.78,0
Castries,40,7,2,direct,345.52,1
Punta Cana,27,4,2,agent,218.37,0
Nassau,35,7,3,booking,368.91,0
Nassau,38,2,2,booking,266.59,0
Nassau,102,5,1,booking,289.72,1
Nassau,5,6,1,booking,307.74,0
Bridgetown,17,5,1,booking,317.79,1
Nassau,70,8,2,booking,261.44,0
San Juan,55,5,1,expedia,245.21,0
Bridgetown,85,3,3,direct,275.73,0
Negril,39,3,1,booking,219.87,1
Punta Cana,20,6,2,expedia,197.7,0
Grand Cayman,34,8,2,agent,435.39,1
Aruba,86,6,1,agent,317.7,0
Nassau,85,1,2,expedia,244.38,0
Aruba,80,5,1,direct,316.68,0
Aruba,26,4,3,booking,361.52,0
Nassau,44,5,3,booking,331.87,0
Providenciales,24,5,2,expedia,300.2,0
Punta Cana,28,4,2,booking,183.98,1
Aruba,83,4,2,booking,391.77,0
Negril,23,7,2,expedia,202.51,0
Castries,13,1,2,expedia,281.53,0
Montego Bay,20,3,2,booking,227.44,0
Nassau,75,6,3,direct,270.34,0
Punta Cana,83,6,1,booking,143.99,0
San Juan,48,3,2,agent,232.18,0
San Juan,93,3,3,direct,274.52,0
San Juan,151,4,1,booking,297.03,0
Providenciales,79,7,1,expedia,369.9,1
Negril,30,2,1,direct,147.49,0
Aruba,74,3,3,direct,333.13,0
Montego Bay,25,5,1,expedia,185.67,0
Negril,32,1,2,direct,249.26,1
San Juan,31,5,2,booking,186.21,0
Grand Cayman,136,5,1,direct,388.02,0
Grand Cayman,13,3,1,expedia,416.96,0
San Juan,37,4,2,booking,238.45,1
Negril,98,1,2,direct,275.3,1
Aruba,33,6,3,expedia,330.3,1
Nassau,26,3,1,direct,270.58,0
Montego Bay,31,3,2,agent,224.57,0
Montego Bay,81,1,3,booking,183.59,1
Negril,17,1,1,booking,195.36,1
Negril,40,3,1,agent,224.12,0
Grand Cayman,43,2,2,agent,450.71,0
Castries,74,6,3,agent,274.8,0
Providenciales,27,8,1,booking,336.27,0
Providenciales,59,4,2,agent,344.8,0
Providenciales,119,3,4,direct,384.63,1
Castries,121,3,1,direct,261.39,0
Punta Cana,33,11,3,booking,186.37,1
Castries,65,6,2,direct,209.04,0
San Juan,88,4,2,direct,220.74,0
San Juan,27,4,2,expedia,184.21,0
Castries,12,5,2,booking,215.19,0
Montego Bay,12,3,2,direct,269.11,0
Montego Bay,86,5,2,direct,265.9,0
Montego Bay,133,5,1,booking,187.59,1
Castries,113,4,3,booking,265.6,1
Nassau,95,3,4,direct,364.5,1
San Juan,54,5,1,booking,290.72,0
Providenciales,121,1,1,agent,369.32,0
Castries,35,6,1,direct,240.42,0
Castries,37,4,1,agent,224.3,0
Providenciales,210,2,3,booking,336.13,1
Providenciales,141,6,3,booking,381.51,0
Punta Cana,23,5,3,agent,115.32,0
Castries,27,7,1,direct,323.96,0
Nassau,50,8,2,expedia,350.53,0
Providenciales,15,4,2,booking,368.58,0
Nassau,134,7,3,direct,372.33,0
Negril,97,3,2,expedia,195.03,0
San Juan,71,4,1,direct,216.2,0
Montego Bay,14,6,2,booking,179.92,0
Nassau,59,5,1,agent,319.28,0
Grand Cayman,145,4,4,agent,339.78,0
San Juan,48,3,1,direct,277.54,0
Castries,38,1,3,booking,254.54,0
Aruba,188,2,1,expedia,278.63,1
Castries,107,6,2,direct,304.09,1
Providenciales,130,7,3,agent,331.13,0
Castries,24,6,2,booking,260.42,0
Aruba,86,6,3,booking,319.0,1
Montego Bay,11,5,1,booking,251.13,1
Providenciales,43,6,1,booking,365.87,1
San Juan,51,6,3,booking,194.69,0
Nassau,39,5,3,expedia,359.42,0
Bridgetown,35,4,1,direct,204.29,0
Negril,108,7,1,booking,213.61,1
Grand Cayman,78,3,1,agent,364.66,0
Aruba,26,9,2,expedia,368.1,0
Grand Cayman,123,4,2,direct,388.19,1
Providenciales,53,5,2,booking,287.59,0
San Juan,93,2,1,booking,248.45,0
Bridgetown,45,5,2,expedia,334.92,0
San Juan,31,7,1,expedia,269.96,1
Nassau,114,7,2,direct,392.92,0
Castries,47,7,1,expedia,205.65,0
Castries,39,3,2,direct,209.97,0
Punta Cana,56,1,1,expedia,169.07,0
Providenciales,107,6,3,agent,382.8,0
Negril,40,4,3,direct,184.74,0
Providenciales,13,2,3,direct,384.3,0
San Juan,29,1,1,booking,285.84,0
Montego Bay,46,3,3,booking,268.41,1
Castries,45,3,3,expedia,269.59,0
Castries,33,5,2,booking,296.0,1
Nassau,41,7,1,direct,327.54,0
Castries,7,1,3,booking,234.72,1
San Juan,7,6,2,expedia,228.27,0
Punta Cana,74,4,1,expedia,212.94,0
Grand Cayman,31,5,1,direct,398.12,0
Castries,24,2,3,direct,357.04,0
Providenciales,43,4,1,expedia,285.14,0
San Juan,175,8,1,direct,261.83,1
Aruba,187,3,1,booking,267.56,1
Nassau,63,1,1,booking,278.64,0
Montego Bay,176,8,2,direct,215.16,0
Castries,66,4,1,direct,276.58,0
Castries,14,2,1,booking,279.74,1
Aruba,44,4,1,booking,233.56,0
Nassau,66,5,2,direct,349.98,0
Grand Cayman,39,3,3,direct,365.1,0
Providenciales,72,5,1,booking,400.62,1
Providenciales,59,3,1,direct,347.31,0
San Juan,27,8,4,booking,293.83,0
San Juan,68,4,1,direct,205.27,0
Castries,59,4,3,direct,385.41,0
Castries,81,3,2,direct,352.14,0
Castries,17,3,1,booking,262.85,0
Bridgetown,36,5,3,expedia,230.91,1
Montego Bay,34,3,3,booking,125.53,1
Grand Cayman,37,7,1,booking,380.79,0
San Juan,69,5,2,booking,223.1,0
San Juan,84,6,2,booking,225.39,0
Grand Cayman,93,5,3,booking,331.54,0
Castries,48,4,2,expedia,270.35,0
Nassau,59,2,3,booking,287.1,0
Negril,98,3,2,direct,201.63,0
San Juan,141,1,1,direct,282.75,0
Aruba,60,4,2,direct,344.31,0
Aruba,69,5,1,booking,293.06,0
Negril,42,4,2,direct,124.76,0
Nassau,35,6,1,booking,289.29,0
Grand Cayman,38,7,2,direct,451.01,0
San Juan,20,3,2,booking,264.83,1
San Juan,54,6,1,expedia,291.22,0
Grand Cayman,80,4,1,booking,424.34,1
Bridgetown,56,6,3,agent,298.74,0
Nassau,1,6,2,booking,307.66,0
